Area,Actividad,Grupo Poblacional,Establecimiento,Tipo Documento,Sexo,Edad,Etnia,Nivel Estudio
Puntos Vive Digital,Tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,18,NA,Tecnico
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,19,NA,Secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,25,NA,secundaria
Puntos Vive Digital,Tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,18,NA,Tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,20,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,27,NA,secundaria
Puntos Vive Digital,Secundaria,General,El remanso,Tarjeta de Identidad,Masculino,13,NA,Secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,25,NA,secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,29,NA,Secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Femenino,17,NA,secundaria
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,tecnico
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,20,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,20,NA,secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,18,NA,Secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,27,NA,secundaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,10,mestizo,Primaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,12,NA,Primaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,33,NA,Secundaria
Puntos Vive Digital,universitario,General,El remanso,Cédula Ciudadanía,Masculino,35,Afrocolombiano,universitario
Puntos Vive Digital,primaria,General,El remanso,Tarjeta de Identidad,Femenino,8,mestizo,primaria
Puntos Vive Digital,Primaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,9,mestizo,Primaria
Puntos Vive Digital,primaria,General,El remanso,Tarjeta de Identidad,Femenino,10,Afrocolombiano,primaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,16,mestizo,Secundaria
Puntos Vive Digital,primaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Femenino,10,NA,primaria
Puntos Vive Digital,secundaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Femenino,13,NA,secundaria
Puntos Vive Digital,Primaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Masculino,11,NA,Primaria
Puntos Vive Digital,Primaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Masculino,12,NA,Primaria
Puntos Vive Digital,primaria,General,CENTRO CULUTRAL LUCY TEJADA,Tarjeta de Identidad,Femenino,15,NA,primaria
Puntos Vive Digital,Primaria,General,CENTRO CULUTRAL LUCY TEJADA,Tarjeta de Identidad,Masculino,16,NA,Primaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,27,NA,secundaria
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Femenino,17,NA,tecnico
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,29,NA,Secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,59,NA,secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,65,NA,secundaria
Puntos Vive Digital,primaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,56,NA,primaria
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,57,NA,universitario
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,19,NA,secundaria
Puntos Vive Digital,postgrado,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,74,NA,postgrado
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,35,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,27,NA,secundaria
Puntos Vive Digital,tecnologico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,34,NA,tecnologico
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,70,NA,universitario
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,54,NA,secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,58,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,61,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,33,NA,Secundaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,17,Afrocolombiano,Secundaria
Puntos Vive Digital,Primaria,General,Centro de Desarrollo Vecinal Villa Consota,Registro Civil,Masculino,7,mestizo,Primaria
Puntos Vive Digital,primaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Femenino,10,mestizo,primaria
Puntos Vive Digital,postgrado,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,62,NA,postgrado
Puntos Vive Digital,NA,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,62,NA,NA
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Otro,Masculino,70,NA,universitario
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,59,NA,secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,71,NA,secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,63,NA,universitario
Puntos Vive Digital,postgrado,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,56,NA,postgrado
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,23,NA,universitario
Puntos Vive Digital,tecnologico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,26,NA,tecnologico
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,45,NA,tecnico
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,38,NA,Secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,57,NA,secundaria
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,78,NA,universitario
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,48,NA,tecnico
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,65,mestizo,tecnico
Puntos Vive Digital,secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Femenino,16,mestizo,secundaria
Puntos Vive Digital,secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Femenino,16,mestizo,secundaria
Puntos Vive Digital,universitario,General,Centro de Desarrollo Vecinal Villa Consota,Cédula Ciudadanía,Femenino,56,mestizo,universitario
Puntos Vive Digital,tecnico,General,Centro de Desarrollo Vecinal Villa Consota,Cédula Ciudadanía,Femenino,31,mestizo,tecnico
Puntos Vive Digital,secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Femenino,15,mestizo,secundaria
Puntos Vive Digital,secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Cédula Ciudadanía,Femenino,41,mestizo,secundaria
Puntos Vive Digital,secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Cédula Ciudadanía,Femenino,47,mestizo,secundaria
Puntos Vive Digital,secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Cédula Ciudadanía,Femenino,21,mestizo,secundaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,14,mestizo,Secundaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Cédula Ciudadanía,Masculino,23,mestizo,Secundaria
Puntos Vive Digital,postgrado,General,Centro de Desarrollo Vecinal Villa Consota,Cédula Ciudadanía,Femenino,40,mestizo,postgrado
Puntos Vive Digital,tecnico,General,Centro de Desarrollo Vecinal Villa Consota,Cédula Ciudadanía,Femenino,22,mestizo,tecnico
Puntos Vive Digital,secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Cédula Ciudadanía,Femenino,22,mestizo,secundaria
Puntos Vive Digital,tecnico,General,Centro de Desarrollo Vecinal Villa Consota,Cédula Ciudadanía,Femenino,37,mestizo,tecnico
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,56,NA,tecnico
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,20,NA,secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,62,NA,secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,74,NA,secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,43,NA,Secundaria
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,55,NA,universitario
Puntos Vive Digital,postgrado,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,-60,NA,postgrado
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,42,NA,Secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,20,NA,secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Masculino,15,NA,Secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Masculino,12,Afrocolombiano,Secundaria
Puntos Vive Digital,Secundaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Masculino,13,NA,Secundaria
Puntos Vive Digital,Secundaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Masculino,13,NA,Secundaria
Puntos Vive Digital,Secundaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Masculino,14,NA,Secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,19,NA,Secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,29,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,33,NA,Secundaria
Puntos Vive Digital,Tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,20,NA,Tecnico
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,tecnico
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,34,NA,secundaria
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,76,NA,universitario
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,9,Afrocolombiano,Primaria
Puntos Vive Digital,Secundaria,General,El remanso,Cédula Ciudadanía,Masculino,32,mestizo,Secundaria
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,53,NA,universitario
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,14,Afrocolombiano,Secundaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,13,mestizo,Secundaria
Puntos Vive Digital,Primaria,General,Centro de Desarrollo Vecinal Villa Consota,Registro Civil,Masculino,7,mestizo,Primaria
Puntos Vive Digital,Primaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Masculino,11,NA,Primaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,12,NA,Primaria
Puntos Vive Digital,primaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Femenino,9,NA,primaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,63,NA,Secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,62,NA,secundaria
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,57,NA,tecnico
Puntos Vive Digital,Primaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,53,NA,Primaria
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,54,NA,tecnico
Puntos Vive Digital,tecnologico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,58,NA,tecnologico
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,63,NA,tecnico
Puntos Vive Digital,Primaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,78,NA,Primaria
Puntos Vive Digital,Primaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,78,NA,Primaria
Puntos Vive Digital,primaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,60,NA,primaria
Puntos Vive Digital,tecnologico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,55,mestizo,tecnologico
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,61,NA,tecnico
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,76,NA,secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,75,NA,secundaria
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,32,NA,tecnico
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,19,NA,Secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,61,NA,secundaria
Puntos Vive Digital,postgrado,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,39,NA,postgrado
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,34,NA,secundaria
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,22,NA,tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,secundaria
Puntos Vive Digital,secundaria,General,El remanso,Cédula Ciudadanía,Femenino,20,mestizo,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,27,NA,secundaria
Puntos Vive Digital,Secundaria,General,El remanso,Tarjeta de Identidad,Masculino,12,mestizo,Secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,19,NA,secundaria
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,33,NA,tecnico
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,21,NA,tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,24,NA,secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,21,NA,Secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,21,NA,Secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,18,NA,Secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,27,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,27,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,20,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,20,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Femenino,17,NA,secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,18,NA,Secundaria
Puntos Vive Digital,Tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,18,NA,Tecnico
Puntos Vive Digital,Tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,18,NA,Tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,25,NA,secundaria
Puntos Vive Digital,Tecnico,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Masculino,17,NA,Tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,20,NA,secundaria
Puntos Vive Digital,postgrado,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,39,NA,postgrado
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,19,NA,tecnico
Puntos Vive Digital,tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,secundaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,17,Afrocolombiano,Secundaria
Puntos Vive Digital,Primaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,9,mestizo,Primaria
Puntos Vive Digital,Tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,48,NA,Tecnico
Puntos Vive Digital,Tecnico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,18,NA,Tecnico
Puntos Vive Digital,Tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,23,NA,Tecnico
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,71,NA,secundaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,13,Afrocolombiano,Secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,33,NA,Secundaria
Puntos Vive Digital,Primaria,General,El remanso,Tarjeta de Identidad,Masculino,14,Afrocolombiano,Primaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,33,NA,Secundaria
Puntos Vive Digital,tecnologico,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,34,NA,tecnologico
Puntos Vive Digital,Secundaria,General,El remanso,Cédula Ciudadanía,Masculino,23,mestizo,Secundaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,14,Afrocolombiano,Secundaria
Puntos Vive Digital,Primaria,General,Centro de Desarrollo Vecinal Villa Consota,Registro Civil,Masculino,7,mestizo,Primaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,64,mestizo,secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,53,NA,secundaria
Puntos Vive Digital,Primaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,9,mestizo,Primaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,14,Afrocolombiano,Secundaria
Puntos Vive Digital,Primaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,7,mestizo,Primaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,13,mestizo,Secundaria
Puntos Vive Digital,primaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Femenino,10,mestizo,primaria
Puntos Vive Digital,Primaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Masculino,12,NA,Primaria
Puntos Vive Digital,Secundaria,General,Centro de Desarrollo Vecinal Villa Consota,Tarjeta de Identidad,Masculino,13,Afrocolombiano,Secundaria
Puntos Vive Digital,tecnologico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,39,NA,tecnologico
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,19,NA,tecnico
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,32,NA,tecnico
Puntos Vive Digital,postgrado,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,38,mestizo,postgrado
Puntos Vive Digital,tecnologico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,46,NA,tecnologico
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,64,NA,universitario
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Permiso por Protección Temporal,Masculino,23,NA,Secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,35,NA,Secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,40,NA,secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,23,NA,Secundaria
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Tarjeta de Identidad,Femenino,17,NA,secundaria
Puntos Vive Digital,Secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,43,NA,Secundaria
Puntos Vive Digital,postgrado,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,-60,NA,postgrado
Puntos Vive Digital,tecnico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,31,NA,tecnico
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,31,NA,secundaria
Puntos Vive Digital,universitario,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,62,NA,universitario
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,68,NA,secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Femenino,18,NA,secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Masculino,16,NA,Secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Masculino,15,NA,Secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,18,NA,Secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Femenino,16,NA,secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,19,NA,Secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Permiso por Protección Temporal,Femenino,17,NA,secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Femenino,17,NA,secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Permiso por Protección Temporal,Masculino,18,NA,Secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Masculino,17,NA,Secundaria
Puntos Vive Digital,secundaria,General,SAN FERNANDO CUBA,Tarjeta de Identidad,Femenino,15,NA,secundaria
Puntos Vive Digital,Secundaria,General,SAN FERNANDO CUBA,Cédula Ciudadanía,Masculino,19,NA,Secundaria
Puntos Vive Digital,Secundaria,General,Centro Administrativo La Bella,Cédula Ciudadanía,Masculino,23,NA,Secundaria
Puntos Vive Digital,Primaria,General,Centro Administrativo La Bella,Tarjeta de Identidad,Masculino,11,NA,Primaria
Puntos Vive Digital,tecnologico,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Masculino,71,NA,tecnologico
Puntos Vive Digital,secundaria,General,CENTRO CULUTRAL LUCY TEJADA,Cédula Ciudadanía,Femenino,52,NA,secundaria
